ID	Country	ISO	Admin	Code	Region	Category	Measure	Pop. Targeted	Comments	Non-compliance	Date	Source	Source Type
3561	Philippines	PHL	Manila		Asia	Public health measures	strengthening the public health system	No	Police is providing escorts to health workers in the face of recent attacks	Not applicable	01/04/2020	Philippine News Agency	Government
3562	Philippines	PHL	Visayas		Asia	Public health measures	Mass population testing	No	Enough test kits are available in the region to initiate mass-testing 	Not applicable	31/03/2020	Philippine News Agency	Government
3563	Philippines	PHL			Asia	Social and economic measures	Economic measures	No	 Social Security System (SSS) to launch online application for unemployment benefits	Not applicable	30/03/2020	Philippine News Agency	Government
3564	Philippines	PHL	Pasig City		Asia	Movement restrictions	Surveillance and monitoring	No	The city is equipping its 73 closed-circuit television cameras (CCTVs) with an AI (Artificial Intelligence) software that enable them to monitor people’s movements in real-time.	Not applicable	30/03/2020	Philippine News Agency	Government
3565	Philippines	PHL			Asia	Public health measures	Amendments to funeral and burial regulations	No	Funeral guidelines for deceased Covid-19 patients issued	Not applicable	28/03/2020	Philippine News Agency	Government
3566	Philippines	PHL	Taguig 		Asia	Public health measures	Strengthening the public health system	No	Telemedicine' program launched to limit public gatherings in health facilities	Not applicable	27/03/2020	Philippine News Agency	Government
3567	Philippines	PHL			Asia	Public health measures	Strengthening the public health system	No	Philippine Charity Sweepstakes Office (PCSO) transfers PHP420 million to the Philippine Health Insurance Corp. (PhilHealth) to support their coverage of Covid-19 expenses	Not applicable	27/03/2020	Philippine News Agency	Government
3568	Philippines	PHL			Asia	Social and economic measures	Economic measures	No	To ensure production of adequate, accessible and affordable food, the Department of Agriculture (DA) is requesting for a PHP32-billion supplemental budget to implement a food security program, dubbed as "Ahon Lahat, Pagkaing Sapat (ALPAS) Kontra sa COVID-19."	Not applicable	26/03/2020	Philippine News Agency	Government
339	Poland	POL			Europe	Public health measures	Introduction of quarantine policies	Yes	Polish citizens and foreigners with permission to work and reside in Poland who return from abroad will be required to quarantine for 14 days after returning; fines increased on 23.03.2020 to 30.000 PLN due to non-compliance issues	Fines	13/03/2020	U.S. Embassy in Poland	Government
342	Poland	POL			Europe	Movement restrictions	International flights suspension	No	From March 15th	Not applicable	13/03/2020	U.S. Embassy in Poland	Government
350	Poland	POL			Europe	Social distancing	Schools closure 	No	Until March 25th	Not applicable	12/03/2020	U.S. Embassy in Poland	Government
351	Poland	POL			Europe	Social distancing	Limit public gatherings	No	Until March 25th	Not applicable	12/03/2020	U.S. Embassy in Poland	Government
361	Poland	POL			Europe	Movement restrictions	Border checks 	Yes	on the borders between Poland and EU countries, from March 15 to March 24, 2020	Not applicable	15/03/2020	U.S. Embassy in Poland	Government
2271	Poland	POL			Europe	Social distancing	Limit public gatherings	No	 All public gatherings, events, and reunions are banned.  Groups of only two people will be allowed in public (except for families); fines up to 5000PLN	Fines	24/03/2020	U.S. Embassy in Poland	Government
2272	Poland	POL			Europe	Social distancing	Public services closure 	No	Public transport will continue to operate, but no more than half of the available seats may be taken at any given time, i.e., if there are 70 seats on a bus, only 35 people may be on the bus at the same time. ; fines up to 5000PLN	Fines	24/03/2020	U.S. Embassy in Poland	Government
2273	Poland	POL			Europe	Movement restrictions	Border closure 	No	New restrictions on foreigners entering Poland have been introduced on all borders (land, air, and sea) beginning March 15, 2020. Only the following categories of travelers will be allowed to enter:	Not applicable	15/03/2020	U.S. Embassy in Poland	Government
2305	Poland	POL			Europe	Social distancing	Public services closure 	No	Including entertainment places, bars, restaurant, places of worship and alike (list provided)	Not available	14/03/2020	Government	Government
2306	Poland	POL			Europe	Social and economic measures	State of emergency declared	No	Introduction of epidemic threat status	Not applicable	13/03/2020	Government	Government
2307	Poland	POL			Europe	Movement restrictions	Surveillance and monitoring	No	Police is following-up and supporting people quarantined due to being suspected cases	Not available	10/03/2020	Government	Government
2308	Poland	POL			Europe	Public health measures	Health screenings in airports and border crossings	No	Including collecting information of suspected cases	Not applicable	09/03/2020	Government	Government
2309	Poland	POL			Europe	Public health measures	General recommendations	Yes	If returning from the  area of ​​northern Italy (regions of Lombardy, Veneto, Piedmont, Emilia Romagna, Lazio) and have symptoms present to the health authorities	Not applicable	25/02/2020	Government	Government
2310	Poland	POL			Europe	Public health measures	Strengthening the public health system	No	Preparation of laboratory capacity in line with WHO recommendation	Not applicable	31/01/2020	Government	Government
2311	Poland	POL			Europe	Movement restrictions	Visa restrictions	No	Cancellation of all visa appointments	Not applicable	18/03/2020	Government	Government
2312	Poland	POL			Europe	Public health measures	General recommendations	No	Recommendation to avoid all unnecessary travel	Not applicable		Government	Government
2313	Poland	POL			Europe	Social and economic measures	Economic measures	No	Care allowance for parents of children <8 years increased and easier access	Not applicable		Government	Government
2314	Poland	POL			Europe	Social and economic measures	Economic measures	No	Sickness benefit for people under quarantine	Not applicable	15/03/2020	Social Security	Government
2315	Poland	POL			Europe	Lockdown	Partial lockdown	No	People are not allowed to leave their home, apart for essential matters, including any kind of work	Not available	24/03/2020	Government	Government
2327	Poland	POL			Europe	Social and economic measures	Economic measures	No	Extensive support: reduction of rent for businesses, liquidity support, co-financing of employees, take-over of social security payments; direct benefit payments to the employed, 	Not applicable	25/03/2020	Ministry of Social Security	Government
3459	Poland	POL			Europe	Movement restrictions	Curfews	Yes	Minors under age 18 are not allowed outside on their own without a parent or guardian	fines	24/03/2020	U.S. Embassy in Poland	Government
3460	Poland	POL			Europe	Social distancing	Public services closure 	No	Public parks are being closed	fines	31/03/2020	U.S. Embassy in Poland	Government
3462	Poland	POL			Europe	Social distancing	Public services closure 	No	Hotels and hostels will be closed  	fines	31/03/2020	U.S. Embassy in Poland	Government
3463	Poland	POL			Europe	Public health measures	Strengthening the public health system	No	Limitation of sales of Arechin and Plaquenil medicinal products	Not available	02/04/2020	Government	Government
3464	Poland	POL			Europe	Public health measures	General recommendations	Yes	Recommendations for nurses, midwives and dentists in the dealing with patients disemminated 	Not applicable	01/04/2020	Government	Government
3465	Poland	POL			Europe	Public health measures	General recommendations	Yes	Recommendations for employers to protect their employees and public health	Not applicable	26/03/2020	Government	Government
3466	Poland	POL			Europe	Social and economic measures	Economic measures	No	Extension of previously established care allowed period and extending rights to parents with children having a disability even if older than 8 years	Not applicable	31/03/2020	Ministry of Social Security	Government
3467	Poland	POL			Europe	Social and economic measures	Economic measures	No	Suspension of job seeking requirements for the unemployed	Not applicable	01/04/2020	Ministry of Social Security	Government
53	Portugal	PRT			Europe	Movement restrictions	International flights suspension	Yes	Flights from Portugal to Italy suspended	Refusal to enter the country	10/03/2020	Ministry of Foreign Affairs - Italy	Government
168	Portugal	PRT			Europe	Movement restrictions	International flights suspension	No	From and to Italy	Not applicable	10/03/2020	International SOS	Other organisations
169	Portugal	PRT			Europe	Social distancing	Limit public gatherings	No	>1000 people	Not available	16/03/2020	PortugalNews	Media
170	Portugal	PRT			Europe	Movement restrictions	Visa restrictions	No	Passengers of cruise ships are not allowed to disembark in Portuguese ports.	Refusal to enter the country	16/03/2020	PortugalNews	Media
171	Portugal	PRT			Europe	Social distancing	Schools closure 	No	School and universities	Not applicable	16/03/2020	PortugalNews	Media
460	Portugal	PRT			Europe	Public health measures	Strengthening the public health system	No	Health strenghtening measures	Not applicable	16/03/2020	Portugal News	Media
464	Portugal	PRT			Europe	Social and economic measures	Emergency administrative structures activated or established	No	Social measures for emergency times.	Not applicable	16/03/2020	Portugal News	Media
806	Portugal	PRT			Europe	Movement restrictions	International flights suspension	No	suspension of all passenger flights and rail traffic with Spain as of 15 March		15/03/2020	Aljazeera	Media
809	Portugal	PRT			Europe	Movement restrictions	Border closure 	No	closure of border with Spain as of 15 March		15/03/2020	Politico	Media
812	Portugal	PRT			Europe	Social and economic measures	State of emergency declared	No	declaration of state of alert (not a state of emergency)		12/03/2020	Government of Portugal	Government
813	Portugal	PRT			Europe	Movement restrictions	Border closure 	No	closure of land and sea borders to tourists and travelers		12/03/2020	US Embassy	Government
814	Portugal	PRT			Europe	Social distancing	Limit public gatherings	No	closure of public institutions such as museums, pools		13/03/2020	US Embassy	Government
1096	Portugal	PRT			Europe	Social and economic measures	State of emergency declared	No	The National Emergency State will take effect at midnight on Sunday, March 22, and lasts for 15 days, ending on April 5, Sunday		22/03/2020	Jornal Economico	Media
1097	Portugal	PRT			Europe	Public health measures	Health screenings in airports and border crossings	Yes	ANA airports authority has declared that all Portuguese airports (Lisbon, Porto, Faro, Madeira and Ponta Delgada in the Azores) are to be fitted with infrared cameras to measure passengers body temperatures as they arrive. If people are discovered to have an elevated temperature, they will be immediately subjected to testing. 		20/03/2020	Portugal Resident	Media
1098	Portugal	PRT			Europe	Social and economic measures	Economic measures	Yes	Prime Minister, António Costa, has announced the automatic extension of the lease agreements for the unemployment benefit, as well as the solidarity supplement for the elderly.		21/03/2020	The Portugal News	Media
1099	Portugal	PRT			Europe	Movement restrictions	Surveillance and monitoring	No	Diário de Notícias reports that police cars are already circulating in various locations using loud speakers, while drones are in the air monitoring various activities. Says the paper: “The Portuguese are going to see and hear PSP patrol cars, and occasionally police on foot. The vehicles will be equipped with megaphones and people in the street may be questioned on the motive for being there and their destination”.		20/03/2020	Portugal Resident	Media
1101	Portugal	PRT			Europe	Public health measures	Strengthening the public health system	No	The first government plane will leave Portugal this weekend to collect medical supplies: masks, ventilators etc. confirms Secretary of State António Lacerda Sales. The plane, due to leave Beja tomorrow (Saturday) will be collecting 30 tons of supplies from China, writes TSF radio		20/03/2020	Portugal Resident	Media
1102	Portugal	PRT			Europe	Social distancing	Public services closure 	No	From March 22, for at least 15 days, all non-essential businesses will be closed to customers, although restaurants will be allowed to provide takeaway services. Supermarkets, pharmacies, bakeries, petrol stations and banks will remain open but must implement capacity restrictions.		20/03/2020	Portugal Resident	Media
1122	Portugal	PRT			Europe	Social and economic measures	Economic measures	Yes	Público reports the Portugal Govt will provide a €60 million line of credit which will allow for each worker in the tourism industry to receive €750 for three months. The money will be available for all businesses up to a maximum ceiling of €20,000 per business. The loan is extendable free of any form of interest payments, and can be repaid over a period of three years.		20/03/2020	Portugal Resident	Media
1312	Portugal	PRT			Europe	Movement restrictions	Surveillance and monitoring	Yes	The security forces and services will have a daily list of people who are required to be quarantined due to the covid-19 pandemic, according to the Professional Association of Guarda (APG).	Not available	21/03/2020	Portugal News	Media
1341	Portugal	PRT			Europe	Public health measures	Strengthening the public health system	Yes	Portugal will adopt a new model of treatment for those infected with the covid-19 virus next week, which includes increased monitoring at home, the Minister of Health said today.		23/03/2020	The Portugal News	Media
1346	Portugal	PRT			Europe	Public health measures	Awareness campaigns	Yes	People over 70, the chronically ill, health professionals and security and protection and rescue forces, armed forces and people who provide social assistance have priority in commercial establishments, the Government decreed .	Not applicable	21/03/2020	The Portugal News	Media
1351	Portugal	PRT			Europe	Social distancing	Limit public gatherings	Yes	The capacity of public transport will be reduced to one third of the maximum number of seats available and daily cleaning will have to be ensured, according to the government.	Not applicable	21/03/2020	The Portugal News	Media
2006	Portugal	PRT			Europe	Movement restrictions	International flights suspension	Yes	The Government today announced the continuation of the March 10th suspension of flights to and from Italy for another 14 days to April 7, excluding “State aircraft, flights for the exclusive transportation of cargo and mail , as well as flights of a humanitarian or medical emergency nature and technical stopovers for non-commercial purposes	Not applicable	25/03/2020	Portugal News	Media
2007	Portugal	PRT			Europe	Social distancing	Limit public gatherings	No	The suspension of events with more than 100 people	Not available	12/03/2020	US Embassy Portugal	Government
2008	Portugal	PRT			Europe	Social distancing	Limit public gatherings	No	The closure of all beaches to groups of over 5 people.	Not available	12/03/2020	US Embassy Portugal	Government
3039	Portugal	PRT			Europe	Public health measures	Awareness campaigns	No	About 500 police officers were involved this weekend in more than 80 operations in the municipalities of the Lisbon Metropolitan Area to raise awareness of the rules of the state of emergency enacted due to the covid-19 pandemic.	Not applicable	28/03/2020	Portugal News	Media
3040	Portugal	PRT			Europe	Public health measures	Strengthening the public health system	Yes	The General Directorate of Health published on Sunday, the standard 007/2020 - Prevention and Infection Control for SARS-CoV-2 (COVID-19): Personal Protective Equipment (PPE) - repealing orientation 003/2020 , released in late January. The goal, reads the document is to define the proper use by healthcare professionals, the EPI, because only then it is possible to ensure both the protection and complete security of business and sustainability of access to equipment. The overall management strategy, access and use of PPE is based on three principles: minimizing the need of the equipment, its proper use and optimization of access to it.	Not applicable	29/03/2020	Portugal Ministry of Health	Government
3041	Portugal	PRT			Europe	Public health measures	Strengthening the public health system	No	The covid-19 pandemic mitigation phase came into force today, 26 March, in Portugal, as determined by the Directorate-General for Health (DGS), involving the entire health system, public and private. The mitigation phase is the third and most severe response to the covid-19 disease and is activated when there is local transmission, in a closed environment, and / or community transmission.	Not applicable	26/03/2020	Portugal News	Media
3042	Portugal	PRT			Europe	Public health measures	Strengthening the public health system	Yes	More than 4,500 doctors responded to the president's call to reinforce the National Health Service (SNS) during the covid-19 pandemic, the Ordem dos Médicos (OM) announced.	Not applicable	29/03/2020	Portugal News	Media
3043	Portugal	PRT			Europe	Public health measures	Awareness campaigns	No	The President of the Republic has asked the Portuguese people to continue to respect the rules of containment to combat the covid-19 outbreak during the Easter period, considering that it is a collective task that " Portugal is winning ".	Not available	29/03/2020	Portugal News	Media
3044	Portugal	PRT			Europe	Public health measures	Testing policy	No	Covid-19 testing protocol determined for Mitigating Phase. 	Not applicable	26/03/2020	Portugal Ministry of Health	Government
3045	Portugal	PRT			Europe	Social and economic measures	Economic measures	Yes	Companies that are forced to close due to the state of national emergency will be able to access the simplified ‘lay-off’, said the Minister of State, Economy and Digital Transition, Pedro Siza Vieira.	Not applicable	27/03/2020	Portugal News	Media
3046	Portugal	PRT			Europe	Public health measures	General recommendations	No	Social isolation recommendations for mental health from the Government	Not applicable	26/03/2020	Portugal Ministry of Health	Government
3047	Portugal	PRT			Europe	Public health measures	Strengthening the public health system	Yes	Guidelines and info published for private companies who would like to assist with manufacturing of medical and safety equipment	Not applicable	26/03/2020	Portugal Ministry of Health	Government
3048	Portugal	PRT			Europe	Public health measures	Strengthening the public health system	Yes	Portugal received the first airplane with thousands of personal protective equipment, namely masks, suits and boot covers, to combat the Covid outbreak. -19. In total, 4.6 million masks of the type 2.56 thousand suits and 20 thousand copper boots were received.	Not applicable	27/03/2020	Portugal Ministry of Health	Government
3530	Portugal	PRT			Europe	Social and economic measures	Emergency administrative structures activated or established	Yes	All foreigners in Portugal with pending applications will be treated as permanent residents from Monday until at least July 1, authorities said on Saturday (March 28), to ensure migrants have access to public services during the coronavirus outbreak.		28/03/2020	NEWS24X7WORLD	Media
344	Qatar	QAT			Middle East	Social distancing	Schools closure 	No	Suspended all public and private schools and universities indefintely	Not applicable	09/03/2020	Ministry of Education	Government
345	Qatar	QAT			Middle East	Public health measures	Awareness campaigns	No	health measurments against the spread of coronavirus on social media	Not applicable	06/03/2020	Ministry of Education	Government
346	Qatar	QAT			Middle East	Movement restrictions	Visa restrictions	Yes	tourist visas on arrival for citizens from France, Germany, Spain and Italy are suspended	Not applicable	14/03/2020	Government	Government
353	Qatar	QAT			Middle East	Public health measures	Introduction of quarantine policies	Yes	travelers arriving from France, Germany, Spain and Italy have to quarantine for 14 days 	Not applicable	14/03/2020	Government	Government
1391	Qatar	QAT			Middle East	Movement restrictions	International flights suspension	No	ALL flights for 2 weeks (at least) *Except Cargo and citizens		18/03/2020	US Embassy of Qatar	Government
1392	Qatar	QAT			Middle East	Public health measures	Introduction of quarantine policies	Yes	All returning travellers - mandatory 2week quarantine 		18/03/2020	US Embassy of Qatar	Government
1393	Qatar	QAT			Middle East	Social distancing	Public services closure 	No	all non-essentils and public gatherings/social events 		18/03/2020	US Embassy of Qatar	Government
537	Romania	ROU			Europe	Public health measures	Introduction of quarantine policies	Yes	Quarantine for those asymptomatic individuals arriving in Romania through land or air points of entry and originating from or transiting within the previous 14 days any country with at least 500 confirmed cases of COVID-19, must self-isolate at home for 14 days.		14/03/2020	US Embassy	Government
550	Romania	ROU			Europe	Social distancing	Limit public gatherings	Yes	Restricted gatherings of more than 50 		16/03/2020	US Embassy	Government
552	Romania	ROU			Europe	Movement restrictions	International flights suspension	Yes	Flights suspended between Italy and Romania until 23 March.		09/03/2020		
566	Romania	ROU			Europe	Movement restrictions	Visa restrictions	Yes	Airlines may not board foreign passengers from Italy, China, Iran or Korea, South on connecting flights to Romania.		09/03/2020	US embassy	Government
1394	Romania	ROU			Europe	Social and economic measures	State of emergency declared	No			16/03/2020	US Embassy of Romania	Government
1395	Romania	ROU			Europe	Public health measures	Introduction of quarantine policies	No	14 day self-isoation 		15/03/2020	US Embassy of Romania	Government
1396	Romania	ROU			Europe	Public health measures	Strengthening the public health system	Yes	Epidemiological investigation during 2week quarantine period for those meeting "close contact" criteria.		15/03/2020	US Embassy of Romania	Government
1397	Romania	ROU			Europe	Movement restrictions	Border closure 	Yes	land borders with: Bulgaria, Hungary, Moldova and Ukraine.		22/03/2020	International SOS	Government
1398	Romania	ROU			Europe	Social distancing	Public services closure 	No	No more than 3 people who do not live together, all non essentials, only leave house for necessary goods/services, and short trips outdoors for physcial activity etc.		22/03/2020	Romanian government 	Government
1399	Romania	ROU			Europe	Public health measures	Introduction of quarantine policies	No	"Failure to comply with the emergency measures provided for in art. 1-7 attracts disciplinary, civil, contraventional or criminal liability"	Arrest/Detention	22/03/2020	Romanian government 	Government
2328	Romania	ROU			Europe	Movement restrictions	Visa restrictions	Yes	non-Romanian citizens are prohibited from entering the country except as part of a well defined transit itinerary, with some exceptions, including diplomats.	Not applicable	22/03/2020	International SOS	Other organisations
2329	Romania	ROU			Europe	Movement restrictions	Curfews	No	A curfew is in place between 22.00 and 06.00. The purpose of movement must be documented with a letter from the employer or the individual’s statement under oath. The statement must include the individual’s name, date of birth, address, place of work, reason for movement, date of statement and signature. 	Not available	22/03/2020	US Embassy 	Government
2351	Romania	ROU			Europe	Social distancing	Limit public gatherings	No	Gatherings larger than 3 people who do not live in the same household have been banned.	Not available	22/03/2020	US Embassy 	Government
3121	Romania	ROU			Europe	Public health measures	Introduction of quarantine policies	Yes	People over 65 are only allowed to leave home between 1100 and 1300 for activities are restricted to shopping, caring for a minor or elder and individual walks, and between 2000 and 2100 to walk pets near their residence. *exception medical assistance 		25/03/2020	International SOS	Other organisations
3122	Romania	ROU			Europe	Public health measures	Introduction of quarantine policies	Yes	Employees will need to show declaration with basic details and reason for travel* Exception are the cargo transports, humanitarian, technical, and mail transports.		25/03/2020	US Embassy	Government
3123	Romania	ROU			Europe	Social and economic measures	Military deployment	Yes	Military Ordinance to enforce restrictions 		25/03/2020	US Embassy	Government
634	Russian Federation	RUS			Europe	Movement restrictions	Visa restrictions	Yes	Banned entry of non-residents (except airline crew and official delegations) into Russia from China, Korea, South, Italy and Iran.		15/03/2020	UK Government Travel Advice	Government
635	Russian Federation	RUS			Europe	Movement restrictions	International flights suspension	Yes	Passenger flights suspended between Russia and EU member states 		16/03/2020	UK Government Travel Advice	Government
636	Russian Federation	RUS			Europe	Public health measures	Introduction of quarantine policies	Yes	14-day self Quarantines in place for those arriving from China and . Country specific Quarantines are also in effect in Moscow (see below)		16/03/2020	US Embassy	Government
667	Russian Federation	RUS	Moscow		Europe	Public health measures	Introduction of quarantine policies	Yes	Visitors should self-isolate for 14 days if they are arriving from China, Korea, South, Italy, Iran, France, Germany, and Spain. 		05/03/2020	UK Government Travel Advice	Government
680	Russian Federation	RUS			Europe	Social distancing	Limit public gatherings	No	Public indoor events limited to no more than 50 people		16/03/2020	USN	Media
753	Russian Federation	RUS			Europe	Movement restrictions	Border closure 	Yes	Borders will be closed to all foreign nationals until May	Not applicable	16/03/2020	Russia Today	Media
801	Russian Federation	RUS			Europe	Movement restrictions	Visa restrictions	Yes	Temporary suspension of visa for Italians with diplomatic, business and humanitarian exceptions.		13/03/2020	Ministry of Foreign Affairs - Italy	Government
1400	Russian Federation	RUS			Europe	Movement restrictions	Visa restrictions	No	Ban on all Foreign Travellers into Russia (Until at least 1 may) *except: citizens, diplomatic staff, international truck drivers, airline crews and existing visa holders entering Russia due to the death of a close relative.	Not applicable	18/03/2020	international SOS	Other organisations
1401	Russian Federation	RUS			Europe	Movement restrictions	Border checks 	Yes	Movement through border posts with China, Mongolia, Poland, Norway and Belarus is restricted.		18/03/2020	international SOS	Other organisations
1402	Russian Federation	RUS			Europe	Movement restrictions	International flights suspension	Yes	Most flights to U.S, U.K and UAE		20/03/2020	international SOS	Other organisations
1403	Russian Federation	RUS			Europe	Public health measures	Strengthening the public health system	No	All the centers of hygiene and epidemiology of Rospotrebnadzor in Russia are provided with diagnostic test systems for detecting a new coronavirus,		21/03/2020	Russian Federation Government	Government
2352	Russian Federation	RUS			Europe	Movement restrictions	Visa restrictions	Yes	CIS citizens as well as those who live in the breakaway separatist regions of Abkhazia and South Ossetia are exempted from the travel ban from 24 March.	Not applicable	24/03/2020	International SOS	Government
2353	Russian Federation	RUS			Europe	Movement restrictions	International flights suspension	Yes	Suspended a large number of international flights mainly to secondary cities and holiday resorts. However, charter flights to the capitals of at least 146 countries will temporarily continue to repatriate Russian citizens. Sheremtyevo-AS Puskin International Airport (SVO) is currently the only airport allowed to handle international flights and in addition travellers are restricted to use only one terminal.	Not applicable	23/03/2020	International SOS	Government
2354	Russian Federation	RUS	Moscow		Europe	Public health measures	Introduction of quarantine policies	Yes	March 26 – April 14, individuals who are 65 and older in Moscow must self-quarantine.	Not available	26/03/2020	US Embassy 	Government
3124	Russian Federation	RUS			Europe	Public health measures	Introduction of quarantine policies	Yes	Moscow: From 30 March, all people (regardless of age) in the capital Moscow and the rest of the Moscow Oblast should self-isolate at home until further notice. All non-essential movement in the city will be banned although entering and exiting Moscow will still be possible, and walking pets at a distance may not exceed 100 meters from one’s residence	Not available	30/03/2020	International SOS	Other organisations
3125	Russian Federation	RUS			Europe	Public health measures	Introduction of quarantine policies	Yes	The Moscow healthcare department confirmed the newly introduced mandatory self-quarantine restrictions are applicable to all travellers arriving in the country. Short-term passengers will be quarantined for the period of their trip if less than 14-days; there are no restrictions on them taking their outbound flights. It is still unclear how this will be controlled and what the penalty will be for non-compliance.	Not available	30/03/2020	International SOS	Other organisations
3126	Russian Federation	RUS			Europe	Movement restrictions	Border closure 	No	Effective March 30, the Government of the Russian Federation announced that it will close Russia’s land borders to passenger transport indefinitely in order to combat the spread of coronavirus.		30/03/2020	US Embassy	Government
3127	Russian Federation	RUS			Europe	Public health measures	Introduction of quarantine policies	Yes	Individuals within Moscow found to be infected with COVID-19 but who display only mild symptoms are to be treated under the supervision of doctors at home and will receive antiviral drugs.		30/03/2020	US Embassy	Government
681	Rwanda	RWA			Africa	Social distancing	Limit public gatherings	No	Large gatherings such as sporting events to be postponed		14/03/2020	Republic of Rwanda	Government
682	Rwanda	RWA			Africa	Social distancing	Schools closure 	No	Schools and higher education (public and private) to be closed		14/03/2020	Republic of Rwanda	Government
692	Rwanda	RWA			Africa	Public health measures	Health screenings in airports and border crossings	No			14/03/2020	US Embassy 	Government
1814	Rwanda	RWA			Africa	Public health measures	Introduction of quarantine policies	No	No cases at this time, but Rwanda introduced strict quarantine procedures. 		27/02/2020	Rwanda Biomedical Center (RBC)	Government
1815	Rwanda	RWA			Africa	Public health measures	Health screenings in airports and border crossings	No	No cases at this time, but Rwanda introduced detection at borders.		27/02/2020	Rwanda Biomedical Center (RBC)	Government
1816	Rwanda	RWA			Africa	Public health measures	Strengthening the public health system	No			27/02/2020	Rwanda Biomedical Center (RBC)	Government
1817	Rwanda	RWA			Africa	Public health measures	Awareness campaigns	No	Awareness campaigns using radio, TV, meetings, social media channels, SMS, and operated numbers. 		27/02/2020	Rwanda Biomedical Center (RBC)	Government
1819	Rwanda	RWA			Africa	Public health measures	Strengthening the public health system	No	PM addresses the people of Rwanda		06/03/2020	Office of the Prime Minister	Government
1820	Rwanda	RWA			Africa	Public health measures	Health screenings in airports and border crossings	No	All travelers arriving at all points of entry will be screened. 		08/03/2020	Rwanda MoH	Government
1821	Rwanda	RWA			Africa	Public health measures	Introduction of quarantine policies	Yes	All travelers presenting one of the COVID-19 symptoms and coming from endemic countries will be taken for isolation at nearest hospital. 		08/03/2020	Rwanda MoH	Government
1822	Rwanda	RWA			Africa	Movement restrictions	Surveillance and monitoring	Yes	Asymptomatic travelers from endemic countries will give electronic daily monitoring updates for 14 days after they left the endemic country + preventative measures. 		08/03/2020	Rwanda MoH	Government
1823	Rwanda	RWA	Kigali		Africa	Social distancing	Limit public gatherings	Yes	all concerts and other public gathering that bring together many people eg. entertainment concerts, exhibitions, festivals, open-days, marching events among others are postponed from 8th March until further notice.		08/03/2020	Office of the City of Kigali 	Government
1824	Rwanda	RWA			Africa	Public health measures	General recommendations	No			15/03/2020	Rwanda MoH	Government
1825	Rwanda	RWA			Africa	Social distancing	Schools closure 	No	Schools and places of worship are closed for 2 weeks		17/03/2020	Rwanda MoH	Government
1826	Rwanda	RWA			Africa	Movement restrictions	International flights suspension	No	all arriving and departing commercial passenger flights, including RwandAir, will be halted beginning at midnight on 20 March 2020 for an initial period of 30 days. Only cargo and emergency flights will operate		20/03/2020	Rwanda MoH	Government
1827	Rwanda	RWA			Africa	Public health measures	Introduction of quarantine policies	No	Mandatory 14-day quarantine, including self-isolation for travelers who arrived within the past 14 days. 		19/03/2020	Rwanda MoH	Government
1828	Rwanda	RWA			Africa	Lockdown	Partial lockdown	No	Announcement of lockdown for the country of Rwanda for a period of 2 weeks. Preventative measures for the next 2 weeks: non-essential movement outside the home is not permitted, all employees shall work from home except those providing essential services, non-essential shops and markets are closed, all bars are closed, and motos/restaurants/cafes may only provide take-away/delivery services.		21/03/2020	Rwanda MoH	Government
1829	Rwanda	RWA			Africa	Movement restrictions	Border closure 	No	This includes internal borders between cities or regions of the country. 		20/03/2020	Rwanda MoH	Government
1830	Rwanda	RWA			Africa	Social distancing	Limit public gatherings	Yes	effective immediately all bars will close at 21:00 each day in Kigali and other cities, and at 19:00 in rural areas.		20/03/2020	Rwanda MoH	Government
2495	Rwanda	RWA			Africa	Movement restrictions	Domestic travel restrictions	No	travel between cities and districts is suspended, and unnecessary movements outside of home are not permitted. 		23/03/2020	Rwanda MoH	Government
2895	Saint Kitts and Nevis	KNA			Americas	Social and economic measures	Economic measures	Yes	Special Emergency Wage Fund Set Up to Provide Relief to Employees; $12 million to capitalize the Severance Payment Fund; The stimulus package to reduce Corporate Income Tax and Unincorporated Business Tax is 5.8 million	Not applicable	25/03/2020	Local News	Media
2896	Saint Kitts and Nevis	KNA			Americas	Social and economic measures	Emergency administrative structures activated or established	Yes	establishment of a ‘COVID-19 National Working Group’	Not applicable	09/03/2020	Government Website	Government
2897	Saint Kitts and Nevis	KNA			Americas	Movement restrictions	Border closure 	No	As of midnight 25 March, the borders of St Kitts and Nevis will be closed to all arriving passengers. Access will not be available either through the sea port or the airport either to nationals, residents or non-nationals. Until April 7	Refusal to enter the country	25/03/2020	UK Government	Government
238	Saint Lucia	LCA			Americas	Public health measures	Introduction of quarantine policies	Yes	any foreigners who have been in mainland China, Hong Kong, Korea, South, Japan, Singapore and Italy during the past 14 day	Not applicable		US Embassy	Government
239	Saint Lucia	LCA			Americas	Movement restrictions	Visa restrictions	Yes	any foreigners who have been in mainland China, Hong Kong, Korea, South, Japan, Singapore and Italy during the past 14 day	Not applicable		US Embassy	Government
240	Saint Vincent and the Grenadines	VCT			Americas	Public health measures	Introduction of quarantine policies	Yes	traveled from or through China, Italy, Japan, Hong Kong, Macau, Singapore, or Korea, South in the past 14 days	Not applicable		US Embassy	Government
245	Samoa	WSM			Pacific	Public health measures	General recommendations	No	General recommendations from the Govt	Not applicable	14/03/2020	Ministry of Health	Government
246	Samoa	WSM			Pacific	Public health measures	Health screenings in airports and border crossings	No		Not applicable	06/03/2020	WHO	UN
